id,score
0,5.024591
1,4.075438
2,2.961031
3,4.960184
4,3.1832385
5,3.6901221
6,3.1718574
7,3.1014876
8,4.0156174
9,3.0145428
10,4.7497425
11,3.3309846
12,3.378302
13,2.532724
14,4.989749
15,3.6261165
16,3.608034
17,4.6573286
18,3.4709437
19,4.8469586
20,3.7147365
21,3.4746053
22,3.580417
23,4.043392
24,4.225368
25,2.8824668
26,4.3363795
27,3.3054621
28,2.8343494
29,2.4742248
30,5.2683964
31,5.181518
32,4.7041283
33,3.377133
34,3.4167733
35,4.920461
36,3.0601826
37,2.6141448
38,4.2308426
39,3.032759
40,2.4476964
41,5.067033
42,3.8992448
43,3.7663722
44,3.6035583
45,3.8671727
46,4.9236975
47,4.002393
48,3.1210089
49,3.8729122
50,2.7772782
51,2.5918806
52,5.1596327
53,4.045473
54,4.0552945
55,3.4430175
56,3.7908332
57,2.624985
58,3.1588085
59,5.2401285
60,4.07924
61,3.2460911
62,3.8565595
63,3.2816653
64,4.9478974
65,3.3699906
66,3.5882792
67,2.5680113
68,3.8382285
69,3.9731376
70,4.6230903
71,4.3502674
72,4.0609303
73,3.7428255
74,3.790999
75,3.4292607
76,3.2833993
77,3.6071062
78,3.5996244
79,4.445057
80,3.3916628
81,3.5357401
82,3.591942
83,2.5283525
84,4.2738357
85,3.868885
86,3.0764327
87,2.9503717
88,3.8963935
89,4.4418287
90,3.4716287
91,4.3215637
92,4.379753
93,5.5928555
94,4.301819
95,3.4963155
96,3.6981525
97,4.1018887
98,2.877618
99,4.0412283
100,4.5834565
101,4.3380547
102,3.1092553
103,4.8869185
104,4.4096575
105,4.217749
106,3.6338634
107,3.858279
108,4.6032963
109,4.226294
110,4.62463
111,5.1212897
112,3.1316497
113,4.2111235
114,3.9434152
115,1.7158693
116,3.4826553
117,3.4622436
118,2.948428
119,4.219821
120,3.9857068
121,2.744108
122,4.4770584
123,2.4212599
124,3.2367845
125,3.7544954
126,3.8214662
127,3.9210513
128,3.1714296
129,4.582801
130,1.9693184
131,4.1075244
132,3.2858632
133,3.7978134
134,2.5188043
135,4.229746
136,4.8757706
137,4.580993
138,4.121292
139,4.8415976
140,3.6557474
141,4.02557
142,2.8175364
143,3.7231443
144,4.1154165
145,4.665517
146,2.6305642
147,4.2935863
148,4.9881897
149,3.0263872
150,4.0766034
151,2.4720826
152,3.9429922
153,4.1618304
154,3.636832
155,3.6848054
156,2.783222
157,2.8634083
158,3.7383108
159,3.457957
160,3.8585913
161,3.079488
162,4.324882
163,4.1793685
164,3.9140565
165,3.2477531
166,4.2783623
167,4.355337
168,4.3452144
169,3.121114
170,2.6805413
171,4.167346
172,4.451534
173,3.3295865
174,4.084071
175,4.4090757
176,4.1639085
177,3.8870468
178,3.326449
179,2.890144
180,3.3251646
181,4.439018
182,3.8674712
183,3.0333273
184,4.108242
185,3.2137642
186,3.6032014
187,4.195543
188,4.8773575
189,3.4657843
190,2.4551592
191,3.428715
192,3.8420048
193,3.4669735
194,3.5510628
195,3.105716
196,4.384347
197,4.2607408
198,4.110582
199,4.415718
200,4.287004
201,3.3935947
202,4.6157227
203,4.455086
204,3.7605915
205,3.5147402
206,5.597224
207,3.2118475
208,4.421414
209,3.4701474
210,1.7039436
211,3.810942
212,3.0919085
213,4.311585
214,2.954663
215,3.2390265
216,3.1288583
217,4.5535
218,3.4741886
219,3.0285513
220,4.265414
221,4.3972144
222,2.8562376
223,4.7958837
224,2.6780841
225,3.8539975
226,2.46241
227,4.0783634
228,4.3386917
229,5.063342
230,3.7852094
231,3.969107
232,4.01164
233,3.8069067
234,3.2853901
235,3.939749
236,4.4980874
237,2.6988595
238,3.790227
239,3.9593036
240,3.6635463
241,3.312697
242,2.700263
243,2.973496
244,3.442429
245,3.7028275
246,3.6058335
247,4.4101815
248,2.6961708
249,2.8422954
250,3.4786656
251,3.115086
252,3.7005005
253,3.4849825
254,3.4615445
255,2.8627207
256,4.450287
257,3.7376778
258,4.147031
259,5.116499
260,4.751364
261,4.096592
262,4.3094215
263,3.124932
264,5.121068
265,4.294324
266,3.0755749
267,2.406148
268,3.3782759
269,3.812715
270,4.894835
271,1.8522205
272,3.3125165
273,4.1904693
274,3.8830397
275,3.5095837
276,3.566863
277,3.3346133
278,2.2938397
279,3.0254414
280,3.4840572
281,4.1874437
282,3.2993343
283,2.3478875
284,4.7607975
285,4.6782284
286,3.2381094
287,3.4417813
288,3.3324542
289,4.334946
290,4.2645116
291,4.105017
292,2.7959266
293,4.521481
294,3.3000252
295,3.5531776
296,3.7552223
297,2.6245513
298,3.929466
299,4.4139533
300,3.3962746
301,4.2669115
302,4.2836084
303,4.030919
304,2.479294
305,1.9120412
306,4.578325
307,3.4183402
308,4.986442
309,3.7438338
310,3.9336276
311,3.8481288
312,3.733054
313,3.8144438
314,2.666786
315,3.4704933
316,3.4947174
317,4.978735
318,3.1661036
319,4.7826405
320,4.8396454
321,4.5421324
322,3.7656357
323,3.087462
324,2.8620775
325,3.7295651
326,2.778215
327,3.4623466
328,4.4167004
329,2.193862
330,5.2125654
331,3.9871328
332,2.8547761
333,2.2224395
334,3.9884772
335,4.172742
336,2.6641064
337,2.7551656
338,2.7676756
339,2.232428
340,3.135988
341,3.3819065
342,3.7224777
343,3.078543
344,2.8274114
345,2.3859997
346,4.9514456
347,4.6152444
348,2.6677136
349,3.5088441
350,4.464624
351,4.4157844
352,3.8071747
353,2.7073188
354,3.5316641
355,4.1747565
356,3.3458421
357,3.8687685
358,3.763882
359,3.8768277
360,1.8731481
361,1.9458499
362,2.9673371
363,3.8716662
364,3.8797808
365,3.903801
366,3.1194153
367,2.7917812
368,4.7858815
369,3.215764
370,3.660191
371,5.048149
372,4.385487
373,4.3135953
374,3.607243
375,3.5120618
376,4.319444
377,2.8154738
378,4.3773756
379,2.8609822
380,4.9225545
381,3.7677488
382,3.998532
383,3.202391
384,3.5856345
385,4.442337
386,3.2922595
387,3.620802
388,4.105109
389,5.0947146
390,4.974896
391,3.0776725
392,1.4265893
393,1.8419504
394,3.855365
395,3.9577239
396,3.154007
397,2.8093896
398,3.2094097
399,3.13166
400,3.2361586
401,4.2421603
402,3.5448751
403,1.9488828
404,3.1233268
405,3.825408
406,2.6061263
407,5.59319
408,3.4831016
409,3.271608
410,4.967235
411,4.0825562
412,4.3958626
413,2.7389517
414,3.3853278
415,3.324082
416,3.9953918
417,3.0330093
418,4.052746
419,3.27455
420,4.0455647
421,4.0995674
422,4.086707
423,2.7697277
424,3.0154772
425,3.1322777
426,4.31173
427,3.8755603
428,4.6546283
429,3.585308
430,3.5759227
