id,score
0,3.5153997
1,4.3665767
2,2.9468505
3,5.0087514
4,3.6565604
5,3.7976718
6,4.163407
7,2.9912682
8,4.3176856
9,2.8906932
10,4.7744775
11,3.0333908
12,3.4510174
13,2.954922
14,4.6169205
15,3.5008485
16,3.1892717
17,4.2948384
18,3.1972806
19,4.4568872
20,4.2701254
21,2.381071
22,3.5404224
23,3.8212597
24,4.084744
25,3.6205237
26,4.313611
27,3.8278103
28,2.9495924
29,2.7450726
30,4.7309723
31,5.019655
32,4.461066
33,3.5676813
34,2.7770612
35,5.450311
36,2.6234283
37,2.1192122
38,3.9235609
39,3.366125
40,3.1148238
41,4.6020575
42,3.2988453
43,3.6663685
44,3.54593
45,3.863664
46,5.3167152
47,3.7683535
48,3.3039732
49,4.3280444
50,2.649323
51,2.8327546
52,4.8419976
53,4.471319
54,3.777482
55,3.975512
56,3.3258674
57,2.7406693
58,3.6986473
59,4.878428
60,4.123929
61,3.1227536
62,3.9561665
63,3.2402866
64,4.588718
65,3.2241716
66,3.2921295
67,2.943786
68,4.0051036
69,3.9867072
70,4.7333245
71,4.443853
72,3.9406722
73,3.0122712
74,4.1544633
75,4.7825665
76,4.231333
77,3.2752857
78,3.3788636
79,4.324537
80,3.4711065
81,3.8035207
82,3.0392427
83,2.59486
84,4.528551
85,3.1212845
86,2.8737226
87,2.7046812
88,3.334363
89,4.1422887
90,3.4044178
91,5.3766356
92,4.828837
93,4.9881916
94,4.428785
95,3.3841534
96,3.8316932
97,4.2337317
98,3.0698912
99,4.1308155
100,4.8651333
101,3.9742088
102,3.0504355
103,4.5424385
104,4.3261704
105,4.6142464
106,3.8999484
107,4.2460055
108,4.6685963
109,4.218629
110,4.536384
111,4.47545
112,3.1899037
113,3.5750008
114,4.4531956
115,2.7253711
116,3.0430593
117,3.6519063
118,3.128223
119,4.64164
120,3.8143647
121,2.966757
122,4.6927085
123,2.6670742
124,3.1897287
125,4.3456383
126,4.1154833
127,4.207607
128,4.032761
129,5.0672846
130,2.1709514
131,4.643183
132,2.2846985
133,5.0040326
134,2.1309235
135,4.6785088
136,4.1810455
137,4.198691
138,2.5462976
139,4.8839974
140,3.8938441
141,4.1193395
142,2.7564392
