id,score
0,3.9735398
1,4.176165
2,3.4574404
3,4.6039424
4,3.412116
5,3.6797361
6,3.7925718
7,3.1876383
8,4.095472
9,3.2473557
10,4.2635345
11,3.711524
12,3.490697
13,3.1434214
14,4.665741
15,3.450862
16,3.3504565
17,3.8977427
18,3.1780062
19,4.1380444
20,4.0778327
21,3.4286575
22,3.567269
23,3.69291
24,4.0004997
25,3.5432346
26,3.9835725
27,3.4932513
28,3.3828676
29,3.0127304
30,4.563486
31,4.698997
32,4.2715263
33,3.2808514
34,3.6765203
35,4.5513744
36,3.2461812
37,2.6460273
38,3.850053
39,3.4357595
40,3.5779512
41,4.3480935
42,3.8095329
43,3.6754477
44,3.934679
45,3.7846072
46,4.3762345
47,4.1173425
48,3.5323458
49,3.864784
50,3.0789418
51,2.934558
52,4.305703
53,4.1114674
54,3.851258
55,3.7529032
56,3.4522355
57,2.7686918
58,3.4830558
59,4.499414
60,3.8802114
61,3.4206076
62,3.9533076
63,3.2747924
64,4.5416694
65,3.5915291
66,3.5077977
67,3.1394382
68,3.7577243
69,3.81566
70,4.46414
71,4.141891
72,3.8715897
73,3.277863
74,3.6176767
75,3.8910158
76,4.420991
77,3.6284983
78,3.3534937
79,4.4643216
80,3.4360163
81,3.707092
82,3.299251
83,2.7490323
84,4.2149024
85,3.5654836
86,3.1686919
87,3.011574
88,3.432435
89,3.845722
90,3.6392174
91,4.397765
92,4.4268885
93,4.564657
94,3.8702056
95,3.889251
96,3.6298928
97,4.028789
98,2.9174533
99,3.8685653
100,4.2273993
101,3.9576566
102,3.0202901
103,4.426479
104,4.301057
105,4.35072
106,3.5846646
107,4.041321
108,4.4591217
109,4.0967646
110,4.2606034
111,4.4123325
112,3.253662
113,3.738267
114,4.0076013
115,2.726728
116,3.1223092
117,3.6917665
118,3.0370765
119,4.13924
120,3.7878058
121,3.1260433
122,4.3291054
123,3.1069162
124,3.4032001
125,4.340306
126,3.9760408
127,3.7434635
128,3.734561
129,4.699991
130,2.9719834
131,4.1047854
132,3.2149718
133,4.1626363
134,2.8174722
135,4.231066
136,4.431479
137,4.2982006
138,3.3919435
139,4.534919
140,4.0802927
141,4.302677
142,3.4594824
143,3.7140791
144,4.143037
145,4.5479674
146,3.2555552
147,3.7284064
148,4.5392814
149,3.2842066
150,4.0208864
151,3.1780107
152,3.6726243
153,4.143952
154,3.9511867
155,3.9436343
156,3.381724
157,3.2575364
158,3.2694528
159,3.7381544
160,3.9751694
161,3.316224
162,3.7939923
163,4.2549562
164,3.634746
165,3.3660512
166,4.286119
167,4.0494437
168,4.0122166
169,3.2739553
170,3.2721248
171,3.8970768
172,4.1739798
173,3.5789676
174,3.9481156
175,4.257893
176,3.9112175
177,4.1453333
178,3.5776494
179,3.0793707
180,3.2468033
181,3.866146
182,3.9263835
183,3.5130045
184,4.5404015
185,3.1810594
186,3.7501526
187,4.152385
188,4.21655
189,3.6953475
190,2.9196403
191,3.557358
192,4.0509987
193,3.6612372
194,4.194809
195,3.3987906
196,4.5595336
197,3.977071
198,3.6574275
199,4.1625276
200,4.165159
201,3.7626538
202,4.376615
203,4.2410803
204,3.400739
205,3.6912968
206,4.6875997
207,3.8805885
208,4.1698203
209,3.5084753
210,2.5923882
211,3.7738798
212,2.67036
213,4.0973706
214,3.230224
215,3.0842676
216,3.3196294
217,4.2543173
218,3.3230298
219,3.1360319
220,3.7118423
221,3.8996646
222,3.2244844
223,4.079713
224,3.1460702
225,3.6658258
226,2.893228
227,3.0009625
228,4.2067485
229,4.610348
230,3.5273905
231,3.9144769
232,4.436779
233,3.350138
234,3.170129
235,4.430668
236,4.2004485
237,3.704981
238,3.9519727
239,4.1248136
240,3.447379
241,3.2909586
242,3.324894
243,3.5594761
244,3.7436316
245,3.6669014
246,3.6327672
247,4.342867
248,3.2178867
249,3.3008318
250,3.907798
251,4.0167065
252,3.8195863
253,3.627824
254,3.4811122
255,2.9602082
256,3.8447306
257,4.1611757
258,4.0610037
259,3.708758
260,4.4244137
261,3.9469483
262,3.925779
263,3.5602882
264,4.316325
265,3.7933307
266,3.1357913
267,3.0183787
268,3.7885506
269,3.5141697
270,4.034379
271,2.717347
272,3.2434874
273,4.239386
274,3.9138508
275,3.5885153
276,3.5597494
277,3.3803713
278,2.9816644
279,3.7427044
280,3.7002854
281,4.2890253
282,3.4682243
283,3.1463783
284,4.198334
285,4.3914857
286,3.691428
287,3.5453758
288,3.859917
289,3.9173694
290,4.088403
291,4.308931
292,3.0341742
293,4.6189523
294,3.1672122
295,3.6767986
296,3.8775108
297,3.3361232
298,4.0718207
299,3.8701408
300,3.4302883
301,4.137744
302,4.1852856
303,4.0212502
304,2.960708
305,2.8280249
306,4.5128927
307,3.530704
308,4.444542
309,3.3098032
310,3.726399
311,3.934316
312,3.8848882
313,4.079013
314,2.8873093
315,3.6983974
316,3.7744098
317,4.283564
318,3.6883206
319,4.001884
320,4.356181
321,4.3021264
322,3.818341
323,3.335288
324,3.107623
325,3.4698153
326,3.056932
327,3.72862
328,4.5275917
329,3.2263277
330,4.6166253
331,3.7567332
332,3.5414903
333,2.6729822
334,3.7768695
335,3.773356
336,3.1653404
337,2.975209
338,2.9825017
339,2.4511232
340,3.3154607
341,3.3089182
342,4.087492
343,3.3617275
344,3.0050075
345,2.6905513
346,4.6557646
347,4.3229504
348,3.062123
349,3.6343584
350,4.1456423
351,4.046144
352,3.7547338
353,3.1633556
354,3.88774
355,4.0884457
356,3.772501
357,4.280795
358,4.09356
359,3.7264035
360,2.946057
361,2.775006
362,3.394035
363,3.6853633
364,3.8169975
365,3.658128
366,3.291899
367,3.1634336
368,4.64494
369,3.753571
370,3.64528
371,4.546067
372,4.1182556
373,4.1631384
374,3.6214342
375,3.3669963
376,4.0874314
377,3.3091052
378,4.4078517
379,2.7935987
380,4.285235
381,3.6702797
382,4.0375724
383,3.389511
384,3.4366317
385,4.411313
386,3.32905
387,3.4700034
388,4.3322363
389,4.700866
390,3.7741892
391,3.570273
392,2.3882804
393,2.7930756
394,3.7761486
395,3.315181
396,3.5798078
397,3.2646642
398,3.0861773
399,3.2181578
400,4.0773854
401,4.0081124
402,3.8911695
403,2.518647
404,3.2102048
405,3.6887267
406,3.1385148
407,4.5021825
408,3.7582147
409,3.4492795
410,4.6040635
411,3.897653
412,4.1117787
413,3.2296512
414,3.6482153
415,3.7771726
416,3.5148118
417,2.900428
418,4.172547
419,3.1393878
420,3.9455576
421,3.9822643
422,4.1664667
423,3.4068072
424,3.3750012
425,3.6830347
426,3.8803194
427,3.6285968
428,4.286618
429,3.63634
430,3.358318
431,2.9059708
432,2.7280622
433,4.427523
434,3.7665396
435,2.8538783
436,2.964688
437,3.5030937
438,3.6163692
439,4.142082
440,3.548277
441,4.168594
442,2.9340777
443,4.222099
444,4.0111175
445,3.9356775
446,3.4289458
447,3.3591998
448,4.419162
449,3.777577
450,3.086745
451,4.5872593
452,3.1970716
453,3.6526155
454,3.501546
455,2.9920616
456,4.22852
457,3.516696
458,3.6748614
459,2.9602423
460,3.7065957
461,3.8363671
462,3.9028482
463,4.5464115
464,4.002474
465,3.2064648
466,4.329137
467,3.7185953
468,3.855823
469,3.6321623
470,3.9154427
471,4.2069817
472,3.9531462
473,3.4882374
474,3.3481917
475,3.3991778
476,3.7522001
477,3.3679454
478,4.317203
479,3.360567
480,4.082422
481,4.5485077
482,3.493579
483,3.225006
484,2.689737
485,3.766003
486,4.330281
487,4.193781
488,2.983155
489,3.4437287
490,4.045479
491,3.9359813
492,3.552844
493,3.5619004
494,4.281019
